"region","cohort","median","iqr","mean","sd"
"eastern and south-eastern asia","1972",0.897042872328829,0.0573381153775411,0.903974296073169,0.0356637054702147
"eastern and south-eastern asia","1973",0.896494634645505,0.0548658095013134,0.905646192884712,0.0341500892088194
"eastern and south-eastern asia","1974",0.899462622590871,0.0520314806471894,0.907790961627902,0.0327197959485343
"eastern and south-eastern asia","1975",0.901628642532462,0.0503867604858075,0.909698627551693,0.0314276121429772
"eastern and south-eastern asia","1976",0.906808211272117,0.0485383059963059,0.911898285526638,0.0304743248987282
"eastern and south-eastern asia","1977",0.908785867515745,0.0479653910125473,0.913389537145616,0.0299716918309085
"eastern and south-eastern asia","1978",0.913342535331826,0.0456391829668146,0.915227126333213,0.0295713323596344
"eastern and south-eastern asia","1979",0.917520745344638,0.0434886728176361,0.91652779072285,0.028602830739997
"eastern and south-eastern asia","1980",0.918460274133485,0.0416854301632539,0.917513974416471,0.0285502281128617
"eastern and south-eastern asia","1981",0.921986412970838,0.0436653582244761,0.918891680646486,0.0277277265065053
"eastern and south-eastern asia","1982",0.922225934394459,0.0435106531546299,0.920154313688355,0.0275795465247784
"eastern and south-eastern asia","1983",0.925016443280136,0.0431403840559073,0.921994634024121,0.0271997103591082
"eastern and south-eastern asia","1984",0.922117202401141,0.0425449628538324,0.922381981534218,0.0265181963862676
"eastern and south-eastern asia","1985",0.923431219023382,0.0441446359524735,0.923236220140675,0.0262442618378847
"eastern and south-eastern asia","1986",0.92265741191706,0.0421569314908659,0.924726847445511,0.0254651337338206
"eastern and south-eastern asia","1987",0.924697345388859,0.0431961151130696,0.925738776122348,0.0251701706163636
"eastern and south-eastern asia","1988",0.923016929898176,0.0419620606655343,0.927153664244723,0.0249107639074701
"eastern and south-eastern asia","1989",0.924980789657035,0.0421585228748446,0.928175019891676,0.0249159751577914
"eastern and south-eastern asia","1990",0.929696281404323,0.0408491601351295,0.92882366621654,0.0246790450425189
"eastern and south-eastern asia","1991",0.927282269451762,0.0400185929856177,0.929564846679834,0.0243643951175955
"eastern and south-eastern asia","1992",0.928518045521593,0.040087005493423,0.930455320400619,0.024129117559166
"eastern and south-eastern asia","1993",0.929757751321379,0.0416526172440179,0.931298559711408,0.0242175291584373
"eastern and south-eastern asia","1994",0.931019315179844,0.0393929273925216,0.931711058983765,0.0247061731756677
"eastern and south-eastern asia","1995",0.932295233004191,0.0409431674194749,0.932283674800376,0.0242498836319619
"eastern and south-eastern asia","1996",0.933574225922312,0.0396680474185225,0.932845808211278,0.0239185455640046
"eastern and south-eastern asia","1997",0.934841033172332,0.0403165220212837,0.932897752803134,0.0239444080283743
"eastern and south-eastern asia","1998",0.93244540037076,0.0424095719620374,0.933268689594259,0.0239967833314897
"eastern and south-eastern asia","1999",0.932831107753141,0.0403904437032481,0.933321954668278,0.0245736592167553
"europe and northern america","1950",0.910719303482055,0.0265040247869819,0.908902045994855,0.0198185751018421
"europe and northern america","1951",0.912457118133097,0.0281566346500248,0.909039390546787,0.021547415753833
"europe and northern america","1952",0.913875245998518,0.0314279069088953,0.909189401818893,0.0230657191296871
"europe and northern america","1953",0.914903737092841,0.0309861275405708,0.909418708327819,0.0246610959076365
"europe and northern america","1954",0.918159682953743,0.0343991533403015,0.90967706487003,0.0265091167298836
"europe and northern america","1955",0.919400945011985,0.0368358961022579,0.909743325976823,0.0280421457578545
"europe and northern america","1956",0.920491029573066,0.039862384516011,0.910393878575268,0.028945405035877
"europe and northern america","1957",0.920732425790339,0.0371580850424201,0.910532353690485,0.0299918190225954
"europe and northern america","1958",0.922842124137519,0.0409101053326535,0.910969496794648,0.0310778941176425
"europe and northern america","1959",0.923029992020659,0.0418856336758618,0.911488593735898,0.0324261587241279
"europe and northern america","1960",0.923341401721251,0.0412413824286472,0.912629079335918,0.0323627274785858
"europe and northern america","1961",0.9233789378833,0.0447565969875446,0.91289077103624,0.0325010770989701
"europe and northern america","1962",0.925379545209001,0.044317383742406,0.913097062399676,0.033831638736323
"europe and northern america","1963",0.925667117181286,0.0418987532523538,0.914407206712925,0.0335826941814814
"europe and northern america","1964",0.927392414292956,0.0438732887190615,0.91569624741575,0.0338146550184743
"europe and northern america","1965",0.927597924069289,0.0471882411176487,0.91651012795964,0.0339094869133668
"europe and northern america","1966",0.928154277608243,0.0467846058752748,0.917056965605627,0.0342059122747997
"europe and northern america","1967",0.928624080336503,0.0450049042428317,0.918318691886462,0.0342553485075525
"europe and northern america","1968",0.92932278783179,0.0441021307163901,0.919509975256913,0.033872348654983
"europe and northern america","1969",0.931422143958833,0.0455364361009609,0.92069435569703,0.0334242136774272
"europe and northern america","1970",0.931566774179058,0.0444820633354419,0.921797404758252,0.0327411061271917
"europe and northern america","1971",0.934061301659139,0.0457796785435002,0.923359615678717,0.0323507103329635
"europe and northern america","1972",0.934987300590472,0.0438195393019151,0.924565966948945,0.0315361092846473
"europe and northern america","1973",0.935774471881637,0.0425812073867629,0.92611605736549,0.0303779949229933
"europe and northern america","1974",0.937479653841523,0.0391367100919608,0.927675189315566,0.0292860082954557
"europe and northern america","1975",0.939087981741884,0.0367429930563906,0.929246806242536,0.0284005747872506
"europe and northern america","1976",0.940871760856694,0.0380327170243503,0.930489481689228,0.0278585926437001
"europe and northern america","1977",0.940817853762665,0.0368638523428171,0.931377686946748,0.0280096992088106
"europe and northern america","1978",0.941014134894061,0.0325173223007309,0.932999672850507,0.0267723833091389
"europe and northern america","1979",0.943384261772407,0.0307635851343351,0.93449653532135,0.0257839194424443
"europe and northern america","1980",0.942151445728519,0.0288432374242703,0.935391531157984,0.0252562728986904
"europe and northern america","1981",0.94380011105842,0.0266740148964411,0.9365849362488,0.0244714406246787
"europe and northern america","1982",0.945640455667215,0.0251805643536576,0.937530580478128,0.0246652231864548
"europe and northern america","1983",0.946145805496313,0.0289279989536044,0.938251491561307,0.0240022117809924
"europe and northern america","1984",0.947132722450517,0.0279614484644943,0.939533347276101,0.0234793598535457
"europe and northern america","1985",0.947513550977182,0.0264780417290484,0.940374539700052,0.022924173108462
"europe and northern america","1986",0.947346630932413,0.0244804701126641,0.941194416801792,0.0224090340978728
"europe and northern america","1987",0.948654593392598,0.0227982900906888,0.942232845533503,0.0221751145647904
"europe and northern america","1988",0.949626627440032,0.0221479885648861,0.942744032214855,0.0221772071112494
"europe and northern america","1989",0.950981103055093,0.0252857957650611,0.943238681020437,0.0218142294804968
"europe and northern america","1990",0.950457087971368,0.0245245553176245,0.944310232879061,0.021350918087375
"europe and northern america","1991",0.951799291410328,0.023396869027116,0.945021824261882,0.0214009496293497
"europe and northern america","1992",0.951662328885046,0.0227884666984258,0.945911996372704,0.0211761709553042
"europe and northern america","1993",0.950492856536312,0.022141360451271,0.946192540872226,0.020615535696502
"europe and northern america","1994",0.951562099950007,0.0241157274676571,0.946829635238622,0.0208606397581794
"europe and northern america","1995",0.95263448374827,0.0248807290924262,0.94762485056076,0.0204322787354867
"europe and northern america","1996",0.953661897193787,0.024343335680036,0.948273108957409,0.0205807681092217
"europe and northern america","1997",0.954644118691214,0.0231938137431323,0.94895993741541,0.020576135893648
"europe and northern america","1998",0.955585039781028,0.0222624096531785,0.949664981308857,0.0204089484238676
"europe and northern america","1999",0.956437482781602,0.0246227413353138,0.950166894267766,0.0205937396732506
"latin america and the caribbean","1950",0.879553245001496,0.0652240243100624,0.864747118255105,0.0465753020415846
"latin america and the caribbean","1951",0.879855312017732,0.06352903660404,0.866628770258017,0.0457400990801574
"latin america and the caribbean","1952",0.881523656734317,0.061315217415377,0.868300325502206,0.04474752404825
"latin america and the caribbean","1953",0.882817752238629,0.0624960508497859,0.87034717651432,0.0437845038701061
"latin america and the caribbean","1954",0.884723574708804,0.0621760913003168,0.872433130557898,0.0432419833293681
"latin america and the caribbean","1955",0.882617043398227,0.0587114618657346,0.87354561832088,0.0421901806849568
"latin america and the caribbean","1956",0.884359676252461,0.0565582567771821,0.875749630864894,0.0413547926243556
"latin america and the caribbean","1957",0.884224226709988,0.0536533510671202,0.877180584887327,0.040521633355204
"latin america and the caribbean","1958",0.884226678911174,0.0537158256569221,0.879022118380315,0.0396953709348489
"latin america and the caribbean","1959",0.886419756670714,0.0507352032618797,0.880484571015402,0.0388848194620255
"latin america and the caribbean","1960",0.885089023862578,0.0497014458536302,0.882046319937523,0.0380746669369216
"latin america and the caribbean","1961",0.887163042050637,0.0476586745602683,0.882975163116512,0.0369896068420555
"latin america and the caribbean","1962",0.886667174739368,0.0446915713927375,0.884420519359013,0.0361992509133526
"latin america and the caribbean","1963",0.889323886039787,0.0428932554200555,0.886030839150862,0.0352531096753108
"latin america and the caribbean","1964",0.888740894605742,0.0399457728924495,0.88697597281283,0.0341202677942806
"latin america and the caribbean","1965",0.891198838920577,0.0410249854378776,0.888330310159196,0.0332846966992319
"latin america and the caribbean","1966",0.890315051993244,0.0377527581746412,0.889443056205616,0.032293447212549
"latin america and the caribbean","1967",0.891347048575345,0.0370460923848213,0.890616277933965,0.0312442617441359
"latin america and the caribbean","1968",0.891491295096215,0.0364205547257611,0.891525270500355,0.0301021240056303
"latin america and the caribbean","1969",0.893445593076521,0.0331178295800553,0.892577771708353,0.0296086889886495
"latin america and the caribbean","1970",0.89434419240986,0.0321335975376403,0.89324839705686,0.029363600720637
"latin america and the caribbean","1971",0.895060234590036,0.0326027246973056,0.894682610087435,0.0283948696307714
"latin america and the caribbean","1972",0.894574033356753,0.0330873280631122,0.895037769236332,0.0277685889422096
"latin america and the caribbean","1973",0.895384417154869,0.0301151000223946,0.895993512176783,0.0275326348376636
"latin america and the caribbean","1974",0.895490532957161,0.0300112290814647,0.896991386630194,0.0270988507165986
"latin america and the caribbean","1975",0.897176749741252,0.0286246459290207,0.897772429789457,0.0263038782165698
"latin america and the caribbean","1976",0.896595955820676,0.0283828587608558,0.898549024047517,0.0261337013811264
"latin america and the caribbean","1977",0.897306445149185,0.0297259679124526,0.89944676903423,0.025672664973152
"latin america and the caribbean","1978",0.898175761312537,0.0322378784212256,0.900213742085131,0.0251358382669255
"latin america and the caribbean","1979",0.899367755274164,0.0289296745612561,0.900690499540125,0.025343813942114
"latin america and the caribbean","1980",0.900792741701824,0.0299806607203463,0.901914455127015,0.0253366665096621
"latin america and the caribbean","1981",0.900058865644296,0.0291862350055684,0.902673263084021,0.0250464028707308
"latin america and the caribbean","1982",0.901615601387247,0.0307115124352797,0.903434072964907,0.0245234543720736
"latin america and the caribbean","1983",0.901850689590496,0.0299068009874451,0.90409988181995,0.0244668607360952
"latin america and the caribbean","1984",0.902792580781865,0.0286965506744736,0.904895806115761,0.0245659837065967
"latin america and the caribbean","1985",0.90446870669581,0.0281678570187399,0.906061362256658,0.0241158659955325
"latin america and the caribbean","1986",0.905571837392041,0.0300464904380089,0.906420085004063,0.0244860482506195
"latin america and the caribbean","1987",0.905053417137375,0.029871128062961,0.907151386904009,0.0244419515598474
"latin america and the caribbean","1988",0.905308848177087,0.0295509564699242,0.908090687501955,0.0241581420409518
"latin america and the caribbean","1989",0.907459394859305,0.0256480195087722,0.908544947592946,0.0240716555180704
"latin america and the caribbean","1990",0.909198711025142,0.0293621268650673,0.909439080262032,0.0237900381821171
"latin america and the caribbean","1991",0.910025825106351,0.0289479301442143,0.910098330629907,0.0241779464367074
"latin america and the caribbean","1992",0.910878155493173,0.0281367898265095,0.911289077300265,0.0237573132140462
"latin america and the caribbean","1993",0.909679221987452,0.0278690021127252,0.911902449501806,0.0237045458741764
"latin america and the caribbean","1994",0.910330945777448,0.0289317905584536,0.912524649294383,0.0235391721466485
"latin america and the caribbean","1995",0.911969326487927,0.0259560863872236,0.912969904220722,0.0234609780811157
"latin america and the caribbean","1996",0.913595394413662,0.0277059146747565,0.913721473102962,0.0235999011680091
"latin america and the caribbean","1997",0.915199520216126,0.0285333298615668,0.914910332507589,0.0233337442475645
"latin america and the caribbean","1998",0.916779206729836,0.0284077346013022,0.916354763176901,0.023343372392266
"latin america and the caribbean","1999",0.916515534830034,0.0276379109134018,0.916886843913534,0.0230786846544887
"northern africa and western asia","1950",0.874406926257369,0.0884326744400914,0.863713749837422,0.0575394696474172
"northern africa and western asia","1951",0.871942672842581,0.0818564274252078,0.867660647868956,0.0560555960506354
"northern africa and western asia","1952",0.876735143392274,0.0819470723552425,0.871142965539722,0.0555627509060963
"northern africa and western asia","1953",0.883367316404796,0.0815693738307322,0.874823276440339,0.054111616977218
"northern africa and western asia","1954",0.887139420519028,0.0781321880426641,0.878096886398591,0.0526949973892714
"northern africa and western asia","1955",0.891475134872829,0.0737671107039934,0.881226583958381,0.0517891300795219
"northern africa and western asia","1956",0.897474686236255,0.0687388409042622,0.88467559030211,0.0503860355881
"northern africa and western asia","1957",0.899223501959846,0.0652219013429185,0.887583336004257,0.0494275430348808
"northern africa and western asia","1958",0.90056308000286,0.0597972277622939,0.89050901000228,0.0479631813486247
"northern africa and western asia","1959",0.904519798942336,0.0595816368928049,0.893058063846254,0.0468973058842203
"northern africa and western asia","1960",0.908838335684531,0.058608929450781,0.895579765972701,0.0457863322602889
"northern africa and western asia","1961",0.912928116202838,0.0596220038805272,0.898338264145452,0.0446484656206
"northern africa and western asia","1962",0.916772663149043,0.063793169995254,0.900383151075213,0.0439884002350142
"northern africa and western asia","1963",0.918490582145671,0.0587458297088421,0.902450918294631,0.0425649027862611
"northern africa and western asia","1964",0.919233097076154,0.0538562911861032,0.904736632187492,0.041600655236756
"northern africa and western asia","1965",0.919861244069218,0.0551631864148279,0.906878570613577,0.0406936381926149
"northern africa and western asia","1966",0.920391752056574,0.0563577930059647,0.908535178266555,0.0398631919177227
"northern africa and western asia","1967",0.920841278102627,0.0571898405905773,0.9106108064639,0.0387994727568868
"northern africa and western asia","1968",0.921237497479781,0.0602245977396602,0.912011243452541,0.0380388177972386
"northern africa and western asia","1969",0.923194425282738,0.0558383623292851,0.914166448393679,0.037053016137932
"northern africa and western asia","1970",0.925148668493132,0.0528636499596534,0.9155654263393,0.0363924684740838
"northern africa and western asia","1971",0.926906551895455,0.0498985341392914,0.917212358971488,0.035458747018317
"northern africa and western asia","1972",0.928474152673078,0.045534046136697,0.918858818526072,0.0347911116145101
"northern africa and western asia","1973",0.93118197988703,0.0451466343585145,0.920567552233308,0.0340808873244355
"northern africa and western asia","1974",0.93096299893318,0.0475768650493424,0.921603819744508,0.0326156851212768
"northern africa and western asia","1975",0.932379529041161,0.0467822539027385,0.923388659067781,0.0316507623710994
"northern africa and western asia","1976",0.93319593898137,0.0463791315388776,0.924841477639299,0.0309945705715459
"northern africa and western asia","1977",0.933973434069222,0.0435829124056339,0.926190600100561,0.0301690450733968
"northern africa and western asia","1978",0.934574952676817,0.0414141563281323,0.927364638328991,0.0293561875636621
"northern africa and western asia","1979",0.934996574633866,0.0388318805874776,0.928329712663713,0.0283049475114297
"northern africa and western asia","1980",0.935232226847236,0.0365502506285774,0.929847665181043,0.0274483970157632
"northern africa and western asia","1981",0.936979524442211,0.0357573114481784,0.930896475632972,0.0268379348526334
"northern africa and western asia","1982",0.936906379902389,0.0349057386694707,0.932062737075413,0.0262896275944051
"northern africa and western asia","1983",0.936643948507076,0.030866468481675,0.93270050565122,0.0256545330159131
"northern africa and western asia","1984",0.938050281290641,0.0307000183109176,0.933613250928745,0.0248399823685231
"northern africa and western asia","1985",0.937496992106562,0.0292896329659543,0.934024542261702,0.0246009513346064
"northern africa and western asia","1986",0.939213263608208,0.0272254705893079,0.935271906763706,0.0239697888954588
"northern africa and western asia","1987",0.939649244276481,0.0258899591150665,0.936054580611916,0.0234365310218056
"northern africa and western asia","1988",0.939869373654581,0.0235410610143686,0.936359591081428,0.0232899735956735
"northern africa and western asia","1989",0.941978595955134,0.0239850613272654,0.937415052427369,0.0227847096435344
"northern africa and western asia","1990",0.94190123485104,0.0231398016907628,0.937524452573851,0.0220544514124449
"northern africa and western asia","1991",0.943801989389387,0.0265630898288515,0.938222593405861,0.0220682802567887
"northern africa and western asia","1992",0.943468452930014,0.0257490282020082,0.938782850012319,0.0216158770942494
"northern africa and western asia","1993",0.945213165575458,0.0269766906008284,0.939052987074283,0.0220861897481021
"northern africa and western asia","1994",0.944658284076385,0.0287718504320844,0.939343014818483,0.0217284866692625
"northern africa and western asia","1995",0.946281005552995,0.0278871450856878,0.940119627215392,0.0218290075903308
"northern africa and western asia","1996",0.945523230522784,0.0247019135563589,0.940188869971993,0.0214970229941899
"northern africa and western asia","1997",0.947045832283292,0.0279026927234908,0.940745255959248,0.0214473802347737
