"variant","country","cohort","age","child_death"
"lm-hf","guatemala","2000",75,0.133093986046901
"lm-hf","guatemala","2000",85,0.178026099310946
"lm-hf","guatemala","2000",95,0.255752841479408
"hm-hf","guatemala","1950",15,0
"hm-hf","guatemala","1950",25,0.424170851661041
"hm-hf","guatemala","1950",35,0.859345548380972
"hm-hf","guatemala","1950",45,1.07694560048391
"hm-hf","guatemala","1950",55,1.21907688383264
"hm-hf","guatemala","1950",65,1.38508684100429
"hm-hf","guatemala","1950",75,1.59206362140749
"hm-hf","guatemala","1950",85,1.91905280772939
"hm-hf","guatemala","1950",95,2.48444213460331
"hm-hf","guatemala","1955",15,0
"hm-hf","guatemala","1955",25,0.355020438398398
"hm-hf","guatemala","1955",35,0.689810373431372
"hm-hf","guatemala","1955",45,0.853450056704759
"hm-hf","guatemala","1955",55,0.980824858797076
"hm-hf","guatemala","1955",65,1.13046786797301
"hm-hf","guatemala","1955",75,1.33402007335246
"hm-hf","guatemala","1955",85,1.65246051000494
"hm-hf","guatemala","1955",95,2.20629072965707
"hm-hf","guatemala","1960",15,0
"hm-hf","guatemala","1960",25,0.286355659778438
"hm-hf","guatemala","1960",35,0.532768364837476
"hm-hf","guatemala","1960",45,0.658428405258383
"hm-hf","guatemala","1960",55,0.769977711804915
"hm-hf","guatemala","1960",65,0.910127298850507
"hm-hf","guatemala","1960",75,1.10486919024838
"hm-hf","guatemala","1960",85,1.40833590843399
"hm-hf","guatemala","1960",95,1.9411073811058
"hm-hf","guatemala","1965",15,0
"hm-hf","guatemala","1965",25,0.219908307907613
"hm-hf","guatemala","1965",35,0.398837947862453
"hm-hf","guatemala","1965",45,0.49786459771948
"hm-hf","guatemala","1965",55,0.594647865570239
"hm-hf","guatemala","1965",65,0.72755339788196
"hm-hf","guatemala","1965",75,0.908595164887815
"hm-hf","guatemala","1965",85,1.19228108903392
"hm-hf","guatemala","1965",95,1.69563320270916
"hm-hf","guatemala","1970",15,0
"hm-hf","guatemala","1970",25,0.165940200124141
"hm-hf","guatemala","1970",35,0.295650524922725
"hm-hf","guatemala","1970",45,0.373689114244808
"hm-hf","guatemala","1970",55,0.461567737583498
"hm-hf","guatemala","1970",65,0.584151530198624
"hm-hf","guatemala","1970",75,0.749360137512284
"hm-hf","guatemala","1970",85,1.01094288177651
"hm-hf","guatemala","1970",95,1.48072171057943
"hm-hf","guatemala","1975",15,0
"hm-hf","guatemala","1975",25,0.124633607698392
"hm-hf","guatemala","1975",35,0.218731132372784
"hm-hf","guatemala","1975",45,0.281773612064643
"hm-hf","guatemala","1975",55,0.363420122795784
"hm-hf","guatemala","1975",65,0.47371015709946
"hm-hf","guatemala","1975",75,0.622783438899267
"hm-hf","guatemala","1975",85,0.861305490034722
"hm-hf","guatemala","1975",95,1.29497007064121
"hm-hf","guatemala","1980",15,0
"hm-hf","guatemala","1980",25,0.0912918409474603
"hm-hf","guatemala","1980",35,0.159457151439669
"hm-hf","guatemala","1980",45,0.213361323531969
"hm-hf","guatemala","1980",55,0.286093027205015
"hm-hf","guatemala","1980",65,0.382249601344655
"hm-hf","guatemala","1980",75,0.513245900751072
"hm-hf","guatemala","1980",85,0.724469654187139
"hm-hf","guatemala","1980",95,1.11291629217449
"hm-hf","guatemala","1985",15,0
"hm-hf","guatemala","1985",25,0.0651626545357969
"hm-hf","guatemala","1985",35,0.116015906100411
"hm-hf","guatemala","1985",45,0.165283053988966
"hm-hf","guatemala","1985",55,0.228118884757533
"hm-hf","guatemala","1985",65,0.311085092772918
"hm-hf","guatemala","1985",75,0.424351827254938
"hm-hf","guatemala","1985",85,0.607828171475269
"hm-hf","guatemala","1985",95,0.948922630367205
"hm-hf","guatemala","1990",15,0
"hm-hf","guatemala","1990",25,0.0471148035382221
"hm-hf","guatemala","1990",35,0.0894184164573653
"hm-hf","guatemala","1990",45,0.134350042531009
"hm-hf","guatemala","1990",55,0.188794460524648
"hm-hf","guatemala","1990",65,0.261307980814961
"hm-hf","guatemala","1990",75,0.360227667469119
"hm-hf","guatemala","1990",85,0.520567756702425
"hm-hf","guatemala","1990",95,0.820802054401445
"hm-hf","guatemala","1995",15,0
"hm-hf","guatemala","1995",25,0.0351137347846818
"hm-hf","guatemala","1995",35,0.0759812957869976
"hm-hf","guatemala","1995",45,0.116891138053441
"hm-hf","guatemala","1995",55,0.165740641888542
"hm-hf","guatemala","1995",65,0.230970476869313
"hm-hf","guatemala","1995",75,0.320007227701506
"hm-hf","guatemala","1995",85,0.464892455679315
"hm-hf","guatemala","1995",95,0.736702789732003
"hm-hf","guatemala","2000",15,0
"hm-hf","guatemala","2000",25,0.0303460581394402
"hm-hf","guatemala","2000",35,0.0699444922055354
"hm-hf","guatemala","2000",45,0.107389157856742
"hm-hf","guatemala","2000",55,0.152436763075593
"hm-hf","guatemala","2000",65,0.212601770720681
"hm-hf","guatemala","2000",75,0.294778349408806
"hm-hf","guatemala","2000",85,0.429231966890085
"hm-hf","guatemala","2000",95,0.682921298662865
"lm-lf","guatemala","1950",15,0
"lm-lf","guatemala","1950",25,0.424170856051267
"lm-lf","guatemala","1950",35,0.859345597551982
"lm-lf","guatemala","1950",45,1.07694614849293
"lm-lf","guatemala","1950",55,1.21908602381059
"lm-lf","guatemala","1950",65,1.38525579190711
"lm-lf","guatemala","1950",75,1.57138092894122
"lm-lf","guatemala","1950",85,1.79331344469907
"lm-lf","guatemala","1950",95,2.11935663881922
"lm-lf","guatemala","1955",15,0
"lm-lf","guatemala","1955",25,0.355020422490847
"lm-lf","guatemala","1955",35,0.689810199757836
"lm-lf","guatemala","1955",45,0.853448105371549
"lm-lf","guatemala","1955",55,0.980791363968579
"lm-lf","guatemala","1955",65,1.12963676595121
"lm-lf","guatemala","1955",75,1.28657681583534
"lm-lf","guatemala","1955",85,1.48248490601323
"lm-lf","guatemala","1955",95,1.77773007958318
"lm-lf","guatemala","1960",15,0
"lm-lf","guatemala","1960",25,0.286355714528064
"lm-lf","guatemala","1960",35,0.532768975156343
"lm-lf","guatemala","1960",45,0.658435379330313
"lm-lf","guatemala","1960",55,0.770098868686789
"lm-lf","guatemala","1960",65,0.896358442794977
"lm-lf","guatemala","1960",75,1.02958883122983
"lm-lf","guatemala","1960",85,1.19983175002698
"lm-lf","guatemala","1960",95,1.46509984015507
"lm-lf","guatemala","1965",15,0
"lm-lf","guatemala","1965",25,0.219908115476353
"lm-lf","guatemala","1965",35,0.39883587577154
"lm-lf","guatemala","1965",45,0.497840117279182
"lm-lf","guatemala","1965",55,0.594069598116546
"lm-lf","guatemala","1965",65,0.69618065609191
"lm-lf","guatemala","1965",75,0.808153211486125
"lm-lf","guatemala","1965",85,0.954289033241089
"lm-lf","guatemala","1965",95,1.1907063345852
"lm-lf","guatemala","1970",15,0
"lm-lf","guatemala","1970",25,0.165940881558048
"lm-lf","guatemala","1970",35,0.295657413531986
"lm-lf","guatemala","1970",45,0.373776538486488
"lm-lf","guatemala","1970",55,0.452153542142144
"lm-lf","guatemala","1970",65,0.535157683025682
"lm-lf","guatemala","1970",75,0.628340555430141
"lm-lf","guatemala","1970",85,0.753343887074863
"lm-lf","guatemala","1970",95,0.961589435501101
"lm-lf","guatemala","1975",15,0
"lm-lf","guatemala","1975",25,0.124631318230885
"lm-lf","guatemala","1975",35,0.218708479556164
"lm-lf","guatemala","1975",45,0.28129095448077
"lm-lf","guatemala","1975",55,0.341571099967166
"lm-lf","guatemala","1975",65,0.408565002976548
"lm-lf","guatemala","1975",75,0.485773045028712
"lm-lf","guatemala","1975",85,0.592564926666491
"lm-lf","guatemala","1975",95,0.773938345305889
"lm-lf","guatemala","1980",15,0
"lm-lf","guatemala","1980",25,0.0912991435020006
"lm-lf","guatemala","1980",35,0.159535795436962
"lm-lf","guatemala","1980",45,0.205204657562052
"lm-lf","guatemala","1980",55,0.25131421092455
"lm-lf","guatemala","1980",65,0.304070979079935
"lm-lf","guatemala","1980",75,0.366619633758899
"lm-lf","guatemala","1980",85,0.455096071859557
"lm-lf","guatemala","1980",95,0.608189590490449
"lm-lf","guatemala","1985",15,0
"lm-lf","guatemala","1985",25,0.0651396152784919
"lm-lf","guatemala","1985",35,0.115470187417839
"lm-lf","guatemala","1985",45,0.14602848535213
"lm-lf","guatemala","1985",55,0.180801830733178
"lm-lf","guatemala","1985",65,0.22178444950884
"lm-lf","guatemala","1985",75,0.271773825059646
"lm-lf","guatemala","1985",85,0.343021253272808
"lm-lf","guatemala","1985",95,0.468378682619439
"lm-lf","guatemala","1990",15,0
"lm-lf","guatemala","1990",25,0.0471941786851351
"lm-lf","guatemala","1990",35,0.0806740936572774
"lm-lf","guatemala","1990",45,0.102400492945939
"lm-lf","guatemala","1990",55,0.128674116240574
"lm-lf","guatemala","1990",65,0.160537686832925
"lm-lf","guatemala","1990",75,0.200332368203289
"lm-lf","guatemala","1990",85,0.257305142543629
"lm-lf","guatemala","1990",95,0.358031787868109
"lm-lf","guatemala","1995",15,0
"lm-lf","guatemala","1995",25,0.0345058234550968
"lm-lf","guatemala","1995",35,0.0549625591730137
"lm-lf","guatemala","1995",45,0.0710952672039939
"lm-lf","guatemala","1995",55,0.0912949943508556
"lm-lf","guatemala","1995",65,0.116528061481667
"lm-lf","guatemala","1995",75,0.148398885503802
"lm-lf","guatemala","1995",85,0.19435432368608
"lm-lf","guatemala","1995",95,0.275527534137233
"lm-lf","guatemala","2000",15,0
"lm-lf","guatemala","2000",25,0.0214992812687483
"lm-lf","guatemala","2000",35,0.0355290403489553
"lm-lf","guatemala","2000",45,0.0476822226429285
"lm-lf","guatemala","2000",55,0.0632543385842173
"lm-lf","guatemala","2000",65,0.0832867588278741
"lm-lf","guatemala","2000",75,0.108829724115454
"lm-lf","guatemala","2000",85,0.145501239576651
"lm-lf","guatemala","2000",95,0.210587593765336
"hm-lf","guatemala","1950",15,0
"hm-lf","guatemala","1950",25,0.424170851661041
"hm-lf","guatemala","1950",35,0.859345548380972
"hm-lf","guatemala","1950",45,1.07694560048391
"hm-lf","guatemala","1950",55,1.21907688383264
"hm-lf","guatemala","1950",65,1.38508684100429
"hm-lf","guatemala","1950",75,1.59206362140749
"hm-lf","guatemala","1950",85,1.91905280772939
"hm-lf","guatemala","1950",95,2.48444213460331
"hm-lf","guatemala","1955",15,0
"hm-lf","guatemala","1955",25,0.355020438398398
"hm-lf","guatemala","1955",35,0.689810373431372
"hm-lf","guatemala","1955",45,0.853450056704759
"hm-lf","guatemala","1955",55,0.980824858797076
"hm-lf","guatemala","1955",65,1.13046786797301
"hm-lf","guatemala","1955",75,1.33402007335246
"hm-lf","guatemala","1955",85,1.65246051000494
"hm-lf","guatemala","1955",95,2.20629072965707
"hm-lf","guatemala","1960",15,0
"hm-lf","guatemala","1960",25,0.286355659778438
"hm-lf","guatemala","1960",35,0.532768364837476
"hm-lf","guatemala","1960",45,0.658428405258383
"hm-lf","guatemala","1960",55,0.769977711804915
"hm-lf","guatemala","1960",65,0.910127298850507
"hm-lf","guatemala","1960",75,1.10486919024838
"hm-lf","guatemala","1960",85,1.40833590843399
"hm-lf","guatemala","1960",95,1.9411073811058
"hm-lf","guatemala","1965",15,0
"hm-lf","guatemala","1965",25,0.219908307907613
"hm-lf","guatemala","1965",35,0.398837947862453
"hm-lf","guatemala","1965",45,0.49786459771948
"hm-lf","guatemala","1965",55,0.594647865570239
"hm-lf","guatemala","1965",65,0.72755339788196
"hm-lf","guatemala","1965",75,0.908595164887815
"hm-lf","guatemala","1965",85,1.19228108903392
"hm-lf","guatemala","1965",95,1.69563320270916
"hm-lf","guatemala","1970",15,0
"hm-lf","guatemala","1970",25,0.165940200124141
"hm-lf","guatemala","1970",35,0.295650524922725
"hm-lf","guatemala","1970",45,0.373689114244808
"hm-lf","guatemala","1970",55,0.46153457083985
"hm-lf","guatemala","1970",65,0.584111863281786
"hm-lf","guatemala","1970",75,0.749302827441458
"hm-lf","guatemala","1970",85,1.01085921109512
"hm-lf","guatemala","1970",95,1.48060696564985
"hm-lf","guatemala","1975",15,0
"hm-lf","guatemala","1975",25,0.124633607698392
"hm-lf","guatemala","1975",35,0.218731132372784
"hm-lf","guatemala","1975",45,0.281705738773364
"hm-lf","guatemala","1975",55,0.362878232135363
"hm-lf","guatemala","1975",65,0.473042139433054
"hm-lf","guatemala","1975",75,0.621807328404856
"hm-lf","guatemala","1975",85,0.859917708157575
"hm-lf","guatemala","1975",95,1.2930774868207
"hm-lf","guatemala","1980",15,0
"hm-lf","guatemala","1980",25,0.0912918409474603
"hm-lf","guatemala","1980",35,0.159457151439669
"hm-lf","guatemala","1980",45,0.212323629328713
"hm-lf","guatemala","1980",55,0.283977031558634
"hm-lf","guatemala","1980",65,0.379495868432222
"hm-lf","guatemala","1980",75,0.509229822970983
"hm-lf","guatemala","1980",85,0.718886167695644
"hm-lf","guatemala","1980",95,1.10525825766779
"hm-lf","guatemala","1985",15,0
"hm-lf","guatemala","1985",25,0.0651626545357969
"hm-lf","guatemala","1985",35,0.11583214148148
"hm-lf","guatemala","1985",45,0.161695078461201
"hm-lf","guatemala","1985",55,0.222696245212331
"hm-lf","guatemala","1985",65,0.303671121916921
"hm-lf","guatemala","1985",75,0.413705783353246
"hm-lf","guatemala","1985",85,0.59321598142529
"hm-lf","guatemala","1985",95,0.928532626457942
"hm-lf","guatemala","1990",15,0
"hm-lf","guatemala","1990",25,0.0471148035382221
"hm-lf","guatemala","1990",35,0.0871109351985146
"hm-lf","guatemala","1990",45,0.126393928322421
"hm-lf","guatemala","1990",55,0.177732449983724
"hm-lf","guatemala","1990",65,0.245752060231361
"hm-lf","guatemala","1990",75,0.338299015261477
"hm-lf","guatemala","1990",85,0.490525284645808
"hm-lf","guatemala","1990",95,0.777786333254696
"hm-lf","guatemala","1995",15,0
"hm-lf","guatemala","1995",25,0.0348709984214011
"hm-lf","guatemala","1995",35,0.0692366469789322
"hm-lf","guatemala","1995",45,0.102815156054607
"hm-lf","guatemala","1995",55,0.146281455671453
"hm-lf","guatemala","1995",65,0.203436096664249
"hm-lf","guatemala","1995",75,0.281755911047848
"hm-lf","guatemala","1995",85,0.411971340684757
"hm-lf","guatemala","1995",95,0.658665026083155
"hm-lf","guatemala","2000",15,0
"hm-lf","guatemala","2000",25,0.0276057461908829
"hm-lf","guatemala","2000",35,0.0571567112091805
"hm-lf","guatemala","2000",45,0.085742736535406
"hm-lf","guatemala","2000",55,0.122151490324663
"hm-lf","guatemala","2000",65,0.169991961845692
"hm-lf","guatemala","2000",75,0.235987896377896
"hm-lf","guatemala","2000",85,0.346382146802226
"hm-lf","guatemala","2000",95,0.556782199569681
