"region","age","cohort","median","iqr"
"australia_new zealand",15,1950,0.00174301892088195,0.000249253546228346
"australia_new zealand",16,1950,0.00228482472130526,0.000288307919063385
"australia_new zealand",17,1950,0.00279282421914979,0.000315655492647806
"australia_new zealand",18,1950,0.0032601683809402,0.000333908059250944
"australia_new zealand",19,1950,0.00367675269014546,0.00034672408736492
"australia_new zealand",20,1950,0.00360011409195363,0.000301172721250394
"australia_new zealand",21,1950,0.00346444640899523,0.000269040242420545
"australia_new zealand",22,1950,0.00331535142931756,0.000251038388510609
"australia_new zealand",23,1950,0.00316461351150633,0.000244597308271295
"australia_new zealand",24,1950,0.00302438600146513,0.000245931155128686
"australia_new zealand",25,1950,0.00264551696150363,0.000239962975333699
"australia_new zealand",26,1950,0.0023521340132255,0.000226087377905399
"australia_new zealand",27,1950,0.00210206419239831,0.000205571265474193
"australia_new zealand",28,1950,0.00189395213687044,0.000183613646191134
"australia_new zealand",29,1950,0.00172678022525986,0.000166145253857049
"australia_new zealand",30,1950,0.00163378244264845,0.000172602087696531
"australia_new zealand",31,1950,0.00158553355848949,0.000198288524115246
"australia_new zealand",32,1950,0.00156039748002195,0.000232925954620437
"australia_new zealand",33,1950,0.001550038872502,0.000271741278702168
"australia_new zealand",34,1950,0.00154295624441783,0.00030870574175924
"australia_new zealand",35,1950,0.00160696389667919,0.000347374869410486
"australia_new zealand",36,1950,0.00164881284047783,0.000372364770744527
"australia_new zealand",37,1950,0.00166042425684213,0.00038434703566986
"australia_new zealand",38,1950,0.00164920916593565,0.000385352924322891
"australia_new zealand",39,1950,0.00162605675237864,0.000376516418583377
"australia_new zealand",40,1950,0.00164784834746729,0.000363228197707257
"australia_new zealand",41,1950,0.00168400162022249,0.000341490169843611
"australia_new zealand",42,1950,0.00173228074012559,0.000313523908975641
"australia_new zealand",43,1950,0.0017837983625102,0.000282166442442076
"australia_new zealand",44,1950,0.00182702117474241,0.000250388297070681
"australia_new zealand",45,1950,0.00185677686470854,0.000221947222554718
"australia_new zealand",46,1950,0.00185896298695229,0.000199355189141669
"australia_new zealand",47,1950,0.00183790620772311,0.000182820718003542
"australia_new zealand",48,1950,0.00180495838145157,0.000172462851529193
"australia_new zealand",49,1950,0.00177219505600897,0.000168128269059251
"australia_new zealand",50,1950,0.00175147762835923,0.000169174097940872
"australia_new zealand",51,1950,0.00175326294845809,0.000174509426953136
"australia_new zealand",52,1950,0.0017756610451529,0.000182013105531946
"australia_new zealand",53,1950,0.00181411321962855,0.000189838692859899
"australia_new zealand",54,1950,0.00186419309694588,0.000196598894762923
"australia_new zealand",55,1950,0.00192203157066319,0.000201461560144937
"australia_new zealand",56,1950,0.00198850374922995,0.0002046897322125
"australia_new zealand",57,1950,0.00206554968046316,0.000207545512762183
"australia_new zealand",58,1950,0.00215564940962327,0.000211985163856072
"australia_new zealand",59,1950,0.00226038318654172,0.00022001531240539
"australia_new zealand",60,1950,0.00238001995411879,0.000233250303250769
"australia_new zealand",61,1950,0.00251648193646429,0.000252824619506327
"australia_new zealand",62,1950,0.00266663965407746,0.000277164273433529
"australia_new zealand",63,1950,0.00282780942220666,0.000304420816125681
"australia_new zealand",64,1950,0.00299823273282777,0.000333005913918674
"australia_new zealand",65,1950,0.00317712378420151,0.000361656288944454
"australia_new zealand",66,1950,0.00336860772849924,0.000389961492587652
"australia_new zealand",67,1950,0.00357282706321575,0.000417807684412311
"australia_new zealand",68,1950,0.00379004944123743,0.00044536032131872
"australia_new zealand",69,1950,0.00402060409944489,0.000472810010462586
"australia_new zealand",70,1950,0.00426458603263358,0.000500131550126064
"australia_new zealand",71,1950,0.00452888074372346,0.000528777035697897
"australia_new zealand",72,1950,0.00481275029564107,0.000558359745447656
"australia_new zealand",73,1950,0.00511508429235141,0.000588571099918
"australia_new zealand",74,1950,0.00543476231635305,0.00061947303403985
"australia_new zealand",75,1950,0.00577075199826071,0.000651697972562731
"australia_new zealand",76,1950,0.00613503363322866,0.000689693572102648
"australia_new zealand",77,1950,0.00652901119301146,0.000734209982728565
