"region","age","cohort","median","iqr"
"australia_new zealand",67,1992,0.0271400161225426,0.00363649208616493
"australia_new zealand",68,1992,0.0282451679639878,0.00373715345920551
"australia_new zealand",69,1992,0.0294069217072387,0.0038445471374788
"australia_new zealand",70,1992,0.0306289240599976,0.0039594431150133
"australia_new zealand",71,1992,0.0319147136357058,0.00408246866408945
"australia_new zealand",72,1992,0.0332691615416543,0.00421463731635413
"australia_new zealand",73,1992,0.0346970843328568,0.00435678265220554
"australia_new zealand",74,1992,0.0362032216148945,0.00450951599861366
"australia_new zealand",75,1992,0.0377922079324335,0.00467322824120129
"australia_new zealand",76,1992,0.039468567487831,0.00484822894487002
"australia_new zealand",77,1992,0.041239327267761,0.00503586546237886
"australia_new zealand",78,1992,0.0431116827531361,0.00523754008122126
"australia_new zealand",79,1992,0.0450929426495671,0.00545473932451057
"australia_new zealand",80,1992,0.0471904712134868,0.00568903991597459
"australia_new zealand",81,1992,0.0494116701781927,0.00594199847772074
"australia_new zealand",82,1992,0.0517689544332347,0.00621679059753865
"australia_new zealand",83,1992,0.0542755165654937,0.00651643561021434
"australia_new zealand",84,1992,0.0569452283700646,0.00684377381705463
"australia_new zealand",85,1992,0.0597924769075728,0.0072014684690771
"australia_new zealand",86,1992,0.0628318111635161,0.00759211352686055
"australia_new zealand",87,1992,0.0660877221230272,0.0080219730790792
"australia_new zealand",88,1992,0.069586068802737,0.00849713845485769
"australia_new zealand",89,1992,0.0733536491216656,0.00902354647889808
"australia_new zealand",90,1992,0.0774178638821613,0.00960700034040633
"australia_new zealand",91,1992,0.0818069246776793,0.0102531382407904
"australia_new zealand",92,1992,0.0865810753016137,0.0109765821924402
"australia_new zealand",93,1992,0.0918076091430998,0.0117911323195583
"australia_new zealand",94,1992,0.0975600772682473,0.0127098085246642
"australia_new zealand",95,1992,0.103917300066869,0.0137448861623884
"australia_new zealand",96,1992,0.110961562949296,0.0149078335212209
"australia_new zealand",97,1992,0.118834695359959,0.016227805307259
"australia_new zealand",98,1992,0.127689360399747,0.0177302999009871
"australia_new zealand",99,1992,0.137685489621416,0.0194367812788336
"australia_new zealand",100,1992,0.14898681026206,0.0213644526533536
"australia_new zealand",15,1993,0.000108598436043208,3.78129872864346e-05
"australia_new zealand",16,1993,0.0002546601985743,8.31417653703852e-05
"australia_new zealand",17,1993,0.000435926446758344,0.000136038519412779
"australia_new zealand",18,1993,0.000649977865524967,0.000196321536289837
"australia_new zealand",19,1993,0.00089516796669021,0.000263364231614318
"australia_new zealand",20,1993,0.0011702623719639,0.000335966395014708
"australia_new zealand",21,1993,0.00147337879982547,0.0004051975723753
"australia_new zealand",22,1993,0.0018037200675661,0.000471300019742415
"australia_new zealand",23,1993,0.00216110424368054,0.000535109393088817
"australia_new zealand",24,1993,0.00254622679357951,0.000598524255054855
"australia_new zealand",25,1993,0.00296115324283369,0.000665218724189572
"australia_new zealand",26,1993,0.00339372488979257,0.000734749976226226
"australia_new zealand",27,1993,0.00384487086976264,0.000807267457887064
"australia_new zealand",28,1993,0.00431466532398315,0.00088166539624865
"australia_new zealand",29,1993,0.0048026146100014,0.000955844718937044
"australia_new zealand",30,1993,0.00530915794882026,0.00102780786734024
"australia_new zealand",31,1993,0.00579276384755303,0.00109558883687737
"australia_new zealand",32,1993,0.00625473982511596,0.00115872255847728
"australia_new zealand",33,1993,0.00669736745949444,0.00121758640194639
"australia_new zealand",34,1993,0.00712341482967497,0.00127291521792029
"australia_new zealand",35,1993,0.00753573668704917,0.00132541922145219
"australia_new zealand",36,1993,0.00792902182937337,0.00137715594888186
"australia_new zealand",37,1993,0.00830551398599789,0.00142843996297404
"australia_new zealand",38,1993,0.00866740899709498,0.001479513008293
"australia_new zealand",39,1993,0.00901696142524474,0.00153065628086711
"australia_new zealand",40,1993,0.00935629249565716,0.00158218210837197
"australia_new zealand",41,1993,0.00970646553086522,0.0016359478941431
"australia_new zealand",42,1993,0.0100697365694429,0.00169226037233546
"australia_new zealand",43,1993,0.010447662870613,0.00175123557126915
"australia_new zealand",44,1993,0.0108411450333178,0.00181280748007794
"australia_new zealand",45,1993,0.0112505571666005,0.0018768062448504
"australia_new zealand",46,1993,0.0116792712824762,0.00194456365321787
"australia_new zealand",47,1993,0.01213174350483,0.00201422672842
"australia_new zealand",48,1993,0.0126078883691586,0.00208562172863083
"australia_new zealand",49,1993,0.0131074290400987,0.00215849017449443
"australia_new zealand",50,1993,0.0136298643637662,0.00223246714219238
"australia_new zealand",51,1993,0.0141744648550281,0.0023070806779466
"australia_new zealand",52,1993,0.014740717499554,0.00238201627373405
"australia_new zealand",53,1993,0.0153283381411535,0.00245696664015884
"australia_new zealand",54,1993,0.0159372780429666,0.00253164242067408
"australia_new zealand",55,1993,0.0165677188212344,0.00260580097606453
"australia_new zealand",56,1993,0.0172200580454623,0.00267925649843324
"australia_new zealand",57,1993,0.0178953719591187,0.00275199726392714
"australia_new zealand",58,1993,0.0185949925784057,0.00282420211232261
"australia_new zealand",59,1993,0.0193205215787668,0.00289619768703551
"australia_new zealand",60,1993,0.0200737688768369,0.00296839846273918
"australia_new zealand",61,1993,0.0208567177395939,0.00304127885783691
"australia_new zealand",62,1993,0.021672104129221,0.00311555749572244
"australia_new zealand",63,1993,0.0225226938894398,0.00319186833642538
"australia_new zealand",64,1993,0.0234112531556279,0.00327078727154321
"australia_new zealand",65,1993,0.0243405869757663,0.00335292312237323
"australia_new zealand",66,1993,0.025313549695553,0.00343895569302947
"australia_new zealand",67,1993,0.0263338009612921,0.00352985627453313
"australia_new zealand",68,1993,0.0274049876769018,0.00362654790796023
"australia_new zealand",69,1993,0.0285307196126481,0.00372990706189296
"australia_new zealand",70,1993,0.0297145142022598,0.00384066074959514
"australia_new zealand",71,1993,0.0309597767714117,0.00395934933725448
