"region","cohort","ex","tfr"
"europe and northern america",1952,76.5158110472931,1.92463506987013
"europe and northern america",1953,76.8515739487207,1.9271207155
"europe and northern america",1954,77.1224727935937,1.9233286267
"europe and northern america",1955,77.3961675997132,1.9072264428
"europe and northern america",1956,77.6732595003382,1.88994204026846
"europe and northern america",1957,77.9531797728974,1.88087011677852
"europe and northern america",1958,78.2239415937292,1.8712898347604
"europe and northern america",1959,78.5000965951224,1.87029254505537
"europe and northern america",1960,78.7663555771183,1.86490189463087
"europe and northern america",1961,79.0328316943173,1.85073875838926
"europe and northern america",1962,79.3110806750369,1.84406237919463
"europe and northern america",1963,79.5347053607107,1.84009912080537
"europe and northern america",1964,79.7674047036149,1.82798825302013
"europe and northern america",1965,80.014788099937,1.8032564367953
"europe and northern america",1966,80.2775543116709,1.79209618456376
"europe and northern america",1967,80.5057440102898,1.78968298120805
"europe and northern america",1968,80.7174464410595,1.78077163825503
"europe and northern america",1969,80.930555114315,1.76753628255034
"europe and northern america",1970,81.1503209841946,1.75634810402685
"europe and northern america",1971,81.3672578640912,1.74215083221477
"europe and northern america",1972,81.5636718379442,1.72600958053691
"europe and northern america",1973,81.7526229749125,1.70999334697987
"europe and northern america",1974,81.9898023057196,1.68340904026846
"europe and northern america",1975,82.3183921420901,1.67043114825638
"europe and northern america",1976,82.6218180716708,1.64831894630872
"europe and northern america",1977,82.9039329582943,1.63546251006711
"europe and northern america",1978,83.1700953992631,1.62804236876174
"europe and northern america",1979,83.4255863468128,1.62609134518121
"europe and northern america",1980,83.6755890701076,1.62641443857718
"europe and northern america",1981,83.92423772187,1.64286987992819
"europe and northern america",1982,84.1723706051272,1.66726641610738
"europe and northern america",1983,84.4022019038829,1.68116836845638
"europe and northern america",1984,84.5833986837217,1.68104492147651
"europe and northern america",1985,84.7688371941065,1.66121376778523
"europe and northern america",1986,84.9571321172984,1.66488310402685
"europe and northern america",1987,85.1464373885401,1.663485694
"europe and northern america",1988,85.334914505063,1.66340955512752
"europe and northern america",1989,85.520961138362,1.6585648088255
"europe and northern america",1990,85.7033200185572,1.66342568655369
"europe and northern america",1991,85.881070382364,1.6680370459396
"europe and northern america",1992,86.028883771083,1.67283804026846
"europe and northern america",1993,86.1699040908304,1.68127803154362
"europe and northern america",1994,86.3056314674876,1.68998938405604
"europe and northern america",1995,86.4374761290743,1.69745116812416
"europe and northern america",1996,86.5667693812248,1.70439551947081
"europe and northern america",1997,86.694510306592,1.71090287990134
"europe and northern america",1998,86.8215538871087,1.71510761208054
"europe and northern america",1999,86.9486330251451,1.71765482885906
"australia_new zealand",1950,79.7220379740599,2.38436466979866
"australia_new zealand",1951,79.9085011136991,2.35583879194631
"australia_new zealand",1952,80.0943165527949,2.32958427114094
"australia_new zealand",1953,80.2810216626211,2.30550977919463
"australia_new zealand",1954,80.4694890351488,2.28292601140939
"australia_new zealand",1955,80.6597637261503,2.26114366308725
"australia_new zealand",1956,80.8511069584394,2.2394734295302
"australia_new zealand",1957,81.0420393450785,2.2187288261745
"australia_new zealand",1958,81.2310439869487,2.20049733020134
"australia_new zealand",1959,81.4169735513317,2.18446727919463
"australia_new zealand",1960,81.5992961799055,2.17032701073825
"australia_new zealand",1961,81.7781678469987,2.15776486241611
"australia_new zealand",1962,81.9543158919589,2.14591803959731
"australia_new zealand",1963,82.1286595548175,2.13368913892617
"australia_new zealand",1964,82.302178482759,2.12138816845638
"australia_new zealand",1965,82.4758352492351,2.10932513624161
"australia_new zealand",1966,82.6508522594353,2.09781005033557
"australia_new zealand",1967,82.8299280392101,2.08696684026846
"australia_new zealand",1968,83.0157616452334,2.0763562852349
"australia_new zealand",1969,83.2104139545984,2.06638204966443
"australia_new zealand",1970,83.4151717667987,2.05744779798658
"australia_new zealand",1971,83.6297586707138,2.04995719463087
"australia_new zealand",1972,83.8498049832328,2.04429538255034
"australia_new zealand",1973,84.0701708229392,2.0394975
"australia_new zealand",1974,84.2862396153781,2.03520663288591
"australia_new zealand",1975,84.4941535294435,2.03106586711409
"australia_new zealand",1976,84.6914126296182,2.0267182885906
"australia_new zealand",1977,84.8786099117111,2.02180737248322
"australia_new zealand",1978,85.0571296203593,2.0167253590604
"australia_new zealand",1979,85.2282731425166,2.01149069060403
"australia_new zealand",1980,85.3931118481059,2.00605871879195
"australia_new zealand",1981,85.5528737160624,2.00038479530201
"australia_new zealand",1982,85.7101593914481,1.99442427181208
"australia_new zealand",1983,85.8678148042821,1.98815003624161
"australia_new zealand",1984,86.0285880719081,1.98150524899329
"australia_new zealand",1985,86.1951749589155,1.9744157557047
"australia_new zealand",1986,86.3690587359837,1.96680740201342
"australia_new zealand",1987,86.5470309915316,1.95860603355705
"australia_new zealand",1988,86.724911817961,1.94935923020134
"australia_new zealand",1989,86.8987987274116,1.93891527919463
"australia_new zealand",1990,87.0650858574789,1.92746308926175
"australia_new zealand",1991,87.2214973987531,1.91519156912752
"australia_new zealand",1992,87.3701136363621,1.90228962751678
"australia_new zealand",1993,87.5139083893405,1.88960964026846
"australia_new zealand",1994,87.6555481742766,1.87796319328859
"australia_new zealand",1995,87.7973084828249,1.86738197248322
"australia_new zealand",1996,87.9406295676897,1.85789766375839
"australia_new zealand",1997,88.0849884702686,1.84954195302013
"australia_new zealand",1998,88.2293948590901,1.84205364966443
"australia_new zealand",1999,88.3729090583643,1.83488563154362
"oceania (excluding australia and new zealand)",1950,59.801144331792,5.23076444966443
"oceania (excluding australia and new zealand)",1951,60.3502010899283,5.17920861073825
"oceania (excluding australia and new zealand)",1952,60.8761108677031,5.12755489932886
"oceania (excluding australia and new zealand)",1953,61.3699569714842,5.07514729395973
"oceania (excluding australia and new zealand)",1954,61.8244051368548,5.02169641744967
"oceania (excluding australia and new zealand)",1955,62.2342078719353,4.96691289261745
"oceania (excluding australia and new zealand)",1956,62.5978808493435,4.91050734228188
"oceania (excluding australia and new zealand)",1957,62.9213292918241,4.8534743114094
"oceania (excluding australia and new zealand)",1958,63.2118289370729,4.79728586577181
"oceania (excluding australia and new zealand)",1959,63.4759874553962,4.74235777583893
"oceania (excluding australia and new zealand)",1960,63.7195191205744,4.68910581208054
"oceania (excluding australia and new zealand)",1961,63.9464300279379,4.63794574496644
"oceania (excluding australia and new zealand)",1962,64.1572604111168,4.58918009395973
"oceania (excluding australia and new zealand)",1963,64.3519277959023,4.54284791812081
"oceania (excluding australia and new zealand)",1964,64.530634034549,4.49898129261745
"oceania (excluding australia and new zealand)",1965,64.6939131204917,4.45286228
"oceania (excluding australia and new zealand)",1966,64.8434897110809,4.39524547
"oceania (excluding australia and new zealand)",1967,64.9845754350662,4.347249
"oceania (excluding australia and new zealand)",1968,65.5672761332589,4.3079177
"oceania (excluding australia and new zealand)",1969,66.3027368116848,4.25422759060403
"oceania (excluding australia and new zealand)",1970,67.0023610483007,4.19884167651007
"oceania (excluding australia and new zealand)",1971,67.6616958497389,4.1470100738255
"oceania (excluding australia and new zealand)",1972,68.280389957824,4.09782184563758
"oceania (excluding australia and new zealand)",1973,68.8592791908799,4.04943303221477
"oceania (excluding australia and new zealand)",1974,69.3994769934587,4.00074167248322
"oceania (excluding australia and new zealand)",1975,69.9024355834329,3.97606792080537
"oceania (excluding australia and new zealand)",1976,70.3700560260825,3.96020337583893
"oceania (excluding australia and new zealand)",1977,70.8048295077864,3.94247105369127
"oceania (excluding australia and new zealand)",1978,71.2093541750378,3.9229733852349
"oceania (excluding australia and new zealand)",1979,71.5862029991341,3.90191546577181
"oceania (excluding australia and new zealand)",1980,71.9379140866741,3.874952961
"oceania (excluding australia and new zealand)",1981,72.1143988131256,3.837980442
"oceania (excluding australia and new zealand)",1982,72.2757452920987,3.800641333
"oceania (excluding australia and new zealand)",1983,72.432095781686,3.762829935
"oceania (excluding australia and new zealand)",1984,72.5854412570192,3.72050377449664
"oceania (excluding australia and new zealand)",1985,72.7377640636857,3.67327568993288
"oceania (excluding australia and new zealand)",1986,72.8902982302384,3.62666358120805
"oceania (excluding australia and new zealand)",1987,73.0415006592284,3.58101949664429
"oceania (excluding australia and new zealand)",1988,73.1894450766284,3.53620157583892
"oceania (excluding australia and new zealand)",1989,73.3325870342825,3.49210696778523
"oceania (excluding australia and new zealand)",1990,73.4697411564032,3.44883528456376
"oceania (excluding australia and new zealand)",1991,73.6006000847067,3.40648613825503
"oceania (excluding australia and new zealand)",1992,73.727290954072,3.3651591409396
"oceania (excluding australia and new zealand)",1993,73.8523118221862,3.32498036107383
"oceania (excluding australia and new zealand)",1994,73.9777467312086,3.28599982818792
"oceania (excluding australia and new zealand)",1995,74.1051346733049,3.24820092080537
"oceania (excluding australia and new zealand)",1996,74.2351839961589,3.21156701744967
"oceania (excluding australia and new zealand)",1997,74.3669082987447,3.1760814966443
"oceania (excluding australia and new zealand)",1998,74.4989382301456,3.14169812214765
"oceania (excluding australia and new zealand)",1999,74.6300871604426,3.10831513825503
